,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageCars,GarageQual,PavedDrive,WoodDeckSF,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalBath,TotalPorch
772,773,80,RL,94.0,7819,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,1029,GasA,TA,Y,SBrkr,1117,3,1,TA,6,Typ,1,Detchd,2,TA,Y,144,3,2010,WD,Abnorml,107000,2.0,0
773,774,20,RL,70.0,10150,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,912,GasA,Ex,Y,FuseA,912,2,1,TA,5,Typ,0,Attchd,1,TA,Y,0,7,2007,COD,Normal,114500,1.0,0
774,775,20,RL,110.0,14226,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,1935,GasA,Gd,Y,SBrkr,1973,3,1,Gd,9,Typ,1,Attchd,3,TA,Y,315,7,2007,New,Partial,395000,2.0,45
775,776,120,RM,32.0,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,1204,GasA,Ex,Y,SBrkr,1204,2,1,TA,5,Typ,0,Attchd,2,TA,Y,0,6,2009,WD,Normal,162000,3.0,247
776,777,20,RL,86.0,11210,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,1614,GasA,Ex,Y,SBrkr,1614,3,1,Gd,7,Typ,0,Attchd,3,TA,Y,144,7,2006,New,Partial,221500,2.0,59
777,778,20,RL,100.0,13350,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,864,GasA,TA,Y,SBrkr,894,3,1,TA,5,Typ,1,Attchd,2,TA,Y,241,6,2006,WD,Normal,142500,2.0,0
778,779,90,RH,60.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,NA,NA,NA,0,GasA,TA,Y,SBrkr,2020,4,2,TA,10,Typ,2,Detchd,2,TA,Y,0,10,2007,WD,Normal,144000,2.0,0
779,780,90,RL,78.0,10530,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,975,GasA,TA,Y,SBrkr,1004,2,1,TA,4,Typ,0,Attchd,2,TA,Y,0,5,2006,WD,Normal,135000,2.0,0
780,781,20,RL,63.0,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,Gd,No,1237,GasA,Gd,Y,SBrkr,1253,3,1,TA,6,Typ,1,Attchd,2,TA,Y,220,6,2007,WD,Normal,176000,2.0,21
781,782,60,RL,65.0,7153,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,761,GasA,Ex,Y,SBrkr,1603,3,1,Gd,7,Typ,0,Attchd,2,TA,Y,0,7,2006,WD,Normal,175900,2.5,124
782,783,20,RL,67.0,16285,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,1413,GasA,Ex,Y,SBrkr,1430,3,1,Gd,6,Typ,0,Attchd,2,TA,Y,0,6,2009,WD,Normal,187100,2.0,33
783,784,85,RL,69.0,9101,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,TA,Av,1097,GasA,Ex,Y,SBrkr,1110,1,1,Gd,4,Typ,1,Attchd,2,TA,Y,303,7,2009,WD,Normal,165500,2.0,30
784,785,75,RM,35.0,6300,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,742,GasA,Ex,Y,SBrkr,1484,3,1,TA,9,Typ,1,NA,0,NA,Y,0,6,2008,WD,Normal,128000,2.0,425
785,786,20,RL,69.0,9790,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,1372,GasA,TA,Y,SBrkr,1342,3,1,TA,7,Typ,1,Attchd,2,TA,Y,0,9,2009,WD,Normal,161500,2.0,197
786,787,50,RM,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,TA,No,686,GasA,TA,Y,SBrkr,1652,4,1,TA,7,Typ,0,Detchd,1,TA,Y,0,6,2010,WD,Normal,139000,3.0,196
787,788,60,RL,76.0,10142,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,956,GasA,Ex,Y,SBrkr,2084,4,1,Gd,8,Typ,0,BuiltIn,2,TA,Y,0,1,2010,WD,Normal,233000,3.5,45
788,789,20,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,901,GasA,Ex,Y,SBrkr,901,2,1,TA,4,Typ,0,Detchd,1,Fa,Y,0,8,2008,WD,Normal,107900,1.0,0
789,790,60,RL,69.0,12205,Pave,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,832,GasA,Gd,Y,SBrkr,2087,5,1,Gd,9,Typ,0,Attchd,2,TA,Y,133,7,2007,WD,Normal,187500,2.5,168
790,791,120,RL,43.0,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,1145,GasA,Ex,Y,SBrkr,1145,2,1,Gd,5,Typ,1,Attchd,2,TA,Y,100,9,2009,WD,Normal,160200,2.0,16
791,792,80,RL,69.0,11333,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,1029,GasA,TA,Y,SBrkr,1062,3,1,TA,5,Typ,2,Attchd,2,TA,Y,120,5,2007,WD,Normal,146800,2.0,0
792,793,60,RL,92.0,9920,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,1117,GasA,Ex,Y,SBrkr,2013,3,1,TA,8,Typ,1,Attchd,2,TA,Y,180,6,2007,WD,Normal,269790,3.5,130
793,794,20,RL,76.0,9158,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,Gd,TA,PConc,Gd,TA,Av,1496,GasA,Ex,Y,SBrkr,1496,3,1,Gd,7,Typ,0,Attchd,2,TA,Y,168,6,2007,New,Partial,225000,2.0,130
794,795,60,RL,69.0,10832,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1994,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,712,GasA,Ex,Y,SBrkr,1895,3,1,Gd,7,Typ,1,Attchd,2,TA,Y,143,10,2008,WD,Normal,194500,2.5,46
795,796,60,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,650,GasA,TA,Y,SBrkr,1564,3,1,TA,7,Typ,1,Attchd,2,TA,Y,0,4,2010,WD,Normal,171000,2.5,254
796,797,20,RL,71.0,8197,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,TA,No,660,GasA,Ex,Y,SBrkr,1285,3,1,TA,7,Typ,1,Attchd,2,TA,Y,138,4,2007,WD,Normal,143500,1.5,0
797,798,20,RL,57.0,7677,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,773,GasA,Gd,Y,SBrkr,773,2,1,TA,4,Typ,0,Attchd,1,TA,Y,0,4,2008,WD,Abnorml,110000,1.0,0
798,799,60,RL,104.0,13518,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,860.0,Ex,TA,PConc,Ex,TA,No,1926,GasA,Ex,Y,SBrkr,3140,4,1,Ex,11,Typ,2,BuiltIn,3,TA,Y,144,7,2009,New,Partial,485000,3.5,78
799,800,50,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,TA,BrkTil,Gd,TA,No,731,GasA,Ex,Y,SBrkr,1768,3,1,Gd,7,Typ,2,Detchd,1,TA,Y,0,6,2007,WD,Normal,175000,2.5,264
800,801,60,RL,79.0,12798,Pave,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,616,GasA,Gd,Y,SBrkr,1688,4,1,Gd,8,Typ,0,Attchd,2,TA,Y,403,5,2008,WD,Normal,200000,3.5,299
801,802,30,RM,40.0,4800,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,4,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,1196,GasA,Ex,Y,FuseA,1196,2,1,TA,5,Typ,0,Detchd,2,TA,Y,0,7,2007,WD,Normal,109900,2.0,0
802,803,60,RL,63.0,8199,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,Gd,TA,Av,728,GasA,Ex,Y,SBrkr,1456,3,1,Gd,7,Typ,1,Attchd,2,TA,Y,36,10,2008,WD,Normal,189000,3.5,18
803,804,60,RL,107.0,13891,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,424.0,Ex,TA,PConc,Ex,TA,Gd,1734,GasA,Ex,Y,SBrkr,2822,4,1,Ex,12,Typ,1,BuiltIn,3,TA,Y,52,1,2009,New,Partial,582933,3.5,362
804,805,20,RL,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,936,GasA,TA,Y,SBrkr,1128,2,1,TA,5,Min1,0,Attchd,1,TA,Y,0,6,2006,WD,Family,118000,1.0,0
805,806,20,RL,91.0,12274,Pave,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,No,1417,GasA,Ex,Y,SBrkr,1428,3,1,Ex,6,Typ,0,Attchd,2,TA,Y,0,7,2008,New,Partial,227680,2.0,60
806,807,80,RL,75.0,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,SLvl,5,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Av,980,GasA,Gd,Y,SBrkr,980,3,1,TA,6,Typ,0,Attchd,1,TA,Y,68,10,2006,WD,Normal,135500,2.0,0
807,808,70,RL,144.0,21384,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,2Story,5,6,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Gd,1324,GasA,Ex,Y,SBrkr,1576,3,1,Gd,6,Typ,1,Attchd,2,TA,Y,0,5,2009,WD,Normal,223500,3.5,312
808,809,80,RL,85.0,13400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,SLvl,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047.0,TA,TA,CBlock,TA,TA,Av,1024,GasA,TA,Y,SBrkr,1086,3,1,TA,6,Typ,1,Attchd,2,TA,Y,0,6,2006,WD,Normal,159950,2.0,0
809,810,75,RM,90.0,8100,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,849,GasA,TA,N,FuseA,2138,2,3,TA,11,Typ,0,Detchd,2,Fa,N,40,11,2009,WD,Normal,106000,2.0,156
810,811,20,RL,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,CBlock,TA,TA,No,1040,GasA,Fa,Y,SBrkr,1309,3,1,Gd,5,Typ,1,Attchd,2,TA,Y,265,1,2006,WD,Normal,181000,2.5,0
811,812,120,RM,69.0,4438,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Gd,848,GasA,Ex,Y,SBrkr,848,1,1,Gd,4,Typ,1,Attchd,2,TA,Y,140,6,2008,ConLD,Normal,144500,2.0,0
812,813,20,C (all),66.0,8712,Grvl,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,Av,540,GasA,TA,N,FuseA,1044,2,1,Fa,4,Typ,0,Basment,2,TA,N,0,6,2010,WD,Alloca,55993,1.0,0
813,814,20,RL,75.0,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,TA,TA,CBlock,TA,TA,No,1442,GasA,Gd,Y,SBrkr,1442,4,1,TA,7,Typ,0,Attchd,1,TA,Y,0,4,2007,COD,Normal,157900,1.5,275
814,815,50,RL,45.0,8248,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,686,GasW,Gd,Y,SBrkr,1250,3,1,Fa,7,Typ,0,Detchd,1,TA,P,207,7,2006,WD,Normal,116000,2.0,96
815,816,20,RL,48.0,12137,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,TA,TA,PConc,Gd,TA,No,1649,GasA,Ex,Y,SBrkr,1661,3,1,Gd,6,Typ,0,Attchd,2,TA,Y,0,5,2010,WD,Normal,224900,2.0,34
816,817,20,RL,69.0,11425,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,1008,GasA,Gd,Y,SBrkr,1008,2,1,TA,4,Typ,1,Attchd,1,TA,Y,0,7,2006,WD,Normal,137000,1.0,120
817,818,20,RL,69.0,13265,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,No,1568,GasA,Ex,Y,SBrkr,1689,3,1,Gd,7,Typ,2,Attchd,3,TA,Y,150,7,2008,WD,Normal,271000,3.0,59
818,819,80,RL,80.0,8816,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,1Fam,SLvl,6,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,80.0,TA,TA,CBlock,TA,TA,Av,1010,GasA,Gd,Y,SBrkr,1052,3,1,TA,6,Typ,0,Attchd,2,TA,Y,0,6,2010,WD,Normal,155000,2.0,0
819,820,120,RL,44.0,6371,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,128.0,Gd,TA,PConc,Gd,TA,Mn,1358,GasA,Ex,Y,SBrkr,1358,2,1,Gd,6,Typ,1,Attchd,2,TA,Y,192,6,2010,New,Partial,224000,3.0,35
820,821,60,RL,72.0,7226,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,798,GasA,Ex,Y,SBrkr,1640,3,1,Gd,6,Typ,0,Attchd,2,TA,Y,0,6,2008,WD,Normal,183000,2.5,45
821,822,20,RM,60.0,6000,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,Fa,TA,No,936,GasA,TA,N,SBrkr,936,2,1,TA,4,Min2,0,Detchd,2,TA,Y,0,2,2009,WD,Normal,93000,1.0,144
822,823,60,RL,69.0,12394,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,847,GasA,Ex,Y,SBrkr,1733,3,1,Gd,7,Typ,1,BuiltIn,2,TA,Y,100,10,2007,WD,Family,225000,2.5,48
823,824,50,RL,60.0,9900,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,778,GasA,TA,Y,SBrkr,1489,3,1,TA,7,Typ,1,Detchd,1,TA,Y,335,7,2009,WD,Normal,139500,2.0,0
824,825,20,FV,81.0,11216,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,1489,GasA,Ex,Y,SBrkr,1489,3,1,Gd,7,Typ,1,Attchd,2,TA,Y,0,6,2006,New,Partial,232600,2.0,140
825,826,20,RL,114.0,14803,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,1Fam,1Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,BrkFace,816.0,Ex,TA,PConc,Ex,TA,Av,2078,GasA,Ex,Y,SBrkr,2084,2,1,Ex,7,Typ,1,Attchd,3,TA,Y,188,6,2008,New,Partial,385000,3.0,45
826,827,45,RM,50.0,6130,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,784,GasA,Gd,Y,SBrkr,784,2,1,Gd,5,Typ,0,NA,0,NA,Y,0,5,2008,WD,Normal,109500,2.0,116
827,828,20,RL,65.0,8529,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,1454,GasA,Ex,Y,SBrkr,1434,3,1,Gd,6,Typ,1,Attchd,2,TA,Y,290,4,2009,WD,Normal,189000,2.0,39
828,829,60,RL,69.0,28698,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,1Fam,2Story,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,Gd,Gd,1013,GasA,TA,Y,SBrkr,2126,3,1,TA,7,Min2,0,Attchd,2,TA,Y,486,6,2009,WD,Abnorml,185000,3.0,225
829,830,160,FV,24.0,2544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,600,GasA,Ex,Y,SBrkr,1223,2,1,Gd,4,Typ,0,Detchd,2,TA,Y,0,7,2006,WD,Normal,147400,2.5,166
830,831,20,RL,80.0,11900,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,TA,TA,CBlock,TA,TA,No,1392,GasA,TA,Y,FuseA,1392,3,1,TA,6,Typ,2,Attchd,2,TA,Y,0,6,2008,WD,Normal,166000,2.5,192
831,832,160,FV,30.0,3180,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,600,GasA,Ex,Y,SBrkr,1200,2,1,Gd,4,Typ,0,Detchd,2,TA,Y,0,6,2006,WD,Normal,151000,2.5,166
832,833,60,RL,44.0,9548,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,2Story,7,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,223.0,Gd,TA,PConc,Gd,TA,No,941,GasA,Ex,Y,SBrkr,1829,3,1,Gd,7,Typ,1,Attchd,2,TA,Y,192,1,2010,WD,Normal,237000,3.5,39
833,834,20,RL,100.0,10004,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,1516,GasA,TA,Y,SBrkr,1516,3,1,TA,6,Typ,0,Attchd,2,TA,Y,0,2,2009,WD,Normal,167000,1.5,152
834,835,20,RL,75.0,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,TA,TA,CBlock,TA,TA,No,1144,GasA,Gd,Y,SBrkr,1144,3,1,TA,6,Typ,0,Attchd,2,TA,Y,0,9,2008,WD,Normal,139950,2.0,0
835,836,20,RL,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,1067,GasA,TA,Y,SBrkr,1067,2,1,Gd,4,Min2,0,Attchd,2,TA,Y,290,2,2010,WD,Normal,128000,2.0,0
836,837,30,RM,90.0,8100,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,1559,GasA,Gd,Y,SBrkr,1559,2,1,TA,5,Min2,0,Detchd,2,TA,Y,0,6,2007,COD,Normal,153500,2.0,346
837,838,160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,158.0,TA,TA,CBlock,TA,TA,No,483,GasA,TA,Y,SBrkr,987,2,1,TA,5,Typ,0,Detchd,1,TA,Y,0,11,2008,WD,Normal,100000,2.5,0
838,839,20,RL,75.0,9525,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,1099,GasA,Ex,Y,SBrkr,1099,3,1,Gd,6,Typ,0,Attchd,1,TA,Y,278,6,2008,WD,Normal,144000,1.5,0
839,840,50,RL,70.0,11767,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,768,GasA,Ex,Y,SBrkr,1200,3,1,TA,6,Typ,0,Detchd,1,TA,Y,0,5,2008,WD,Normal,130500,1.0,0
840,841,70,RH,69.0,12155,Pave,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,1Fam,2Story,6,8,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,672,GasA,TA,N,SBrkr,1482,4,1,Fa,7,Typ,0,Detchd,1,TA,P,0,3,2008,WD,Normal,140000,2.0,254
841,842,70,RM,60.0,10440,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2Story,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,650,GasA,Gd,Y,SBrkr,1539,3,1,Gd,8,Typ,1,Detchd,2,Gd,P,70,6,2008,WD,Normal,157500,2.0,146
